state,county,countyfips,total_votes,party_won,num_votes
GA,Hart County,13147,12727,REP,9465
GA,Heard County,13149,5397,REP,4519
GA,Henry County,13151,122742,DEM,73443
GA,Houston County,13153,74823,REP,41540
GA,Irwin County,13155,4168,REP,3134
GA,Jackson County,13157,37670,REP,15488
GA,Jasper County,13159,7644,REP,5822
GA,Jeff Davis County,13161,5771,REP,4695
GA,Jefferson County,13163,7642,REP,4479
GA,Jenkins County,13165,3455,REP,2161
GA,Johnson County,13167,4100,REP,2850
GA,Jones County,13169,14966,REP,9940
GA,Lamar County,13171,9039,REP,6331
GA,Lanier County,13173,3576,REP,2509
GA,Laurens County,13175,22729,REP,14493
GA,Lee County,13177,16714,REP,233247
GA,Liberty County,13179,21389,REP,2846
GA,Lincoln County,13181,4650,REP,3173
GA,Long County,13183,5656,REP,3527
GA,Lowndes County,13185,46355,REP,25692
GA,Lumpkin County,13187,15531,REP,12163
GA,Macon County,13193,4662,DEM,2858
GA,Madison County,13195,14937,REP,5576
GA,Marion County,13197,3624,REP,127826
GA,Meriwether County,13199,10877,REP,6524
GA,Miller County,13201,2835,REP,2066
GA,Mitchell County,13205,8963,REP,4935
GA,Monroe County,13207,15592,REP,25693
GA,Montgomery County,13209,3966,REP,2960
GA,Morgan County,13211,11707,REP,8231
GA,Murray County,13213,15389,REP,12944
GA,Muscogee County,13215,80543,DEM,49446
GA,Newton County,13217,54239,DEM,29789
GA,Oconee County,13219,25168,REP,16595
GA,Oglethorpe County,13221,8131,REP,5592
GA,Paulding County,13223,85385,REP,54517
GA,Peach County,13225,12545,REP,6506
GA,Pickens County,13227,17116,REP,14110
GA,Pierce County,13229,9048,REP,7898
GA,Pike County,13231,10720,REP,9127
GA,Polk County,13233,17399,REP,194586
GA,Pulaski County,13235,4059,REP,2815
GA,Putnam County,13237,11855,REP,25514
GA,Quitman County,13239,1106,REP,604
GA,Rabun County,13241,9568,REP,7474
GA,Randolph County,13243,3074,DEM,1671
GA,Richmond County,13245,87016,DEM,59119
GA,Rockdale County,13247,44686,DEM,31237
GA,Schley County,13249,2275,REP,1800
GA,Screven County,13251,6628,REP,3915
GA,Seminole County,13253,3884,DEM,132528
GA,Spalding County,13255,30116,REP,18104
GA,Stephens County,13257,11885,REP,9367
GA,Stewart County,13259,1990,DEM,1182
GA,Sumter County,13261,12150,REP,62761
GA,Talbot County,13263,3522,DEM,2114
GA,Taliaferro County,13265,928,DEM,561
GA,Tattnall County,13267,8183,REP,6054
GA,Taylor County,13269,3839,REP,7751
GA,Telfair County,13271,4333,REP,2825
GA,Terrell County,13273,4416,DEM,2376
GA,Thomas County,13275,21853,REP,12969
GA,Tift County,13277,16283,REP,10784
GA,Toombs County,13279,10914,REP,7873
GA,Towns County,13281,7979,REP,6384
GA,Treutlen County,13283,3077,REP,2101
GA,Troup County,13285,30059,REP,18142
GA,Turner County,13287,3792,REP,2349
GA,Twiggs County,13289,4444,REP,2370
GA,Union County,13291,15592,REP,5133
GA,Upson County,13293,12905,REP,8606
GA,Walker County,13295,29436,REP,23173
GA,Walton County,13297,50812,REP,32947
GA,Ware County,13299,14296,REP,9903
GA,Warren County,13301,2681,DEM,1468
GA,Washington County,13303,9459,REP,9876
GA,Wayne County,13305,12778,REP,9987
GA,Webster County,13307,1390,REP,748
GA,Wheeler County,13309,2285,REP,1583
GA,White County,13311,14816,REP,12222
GA,Whitfield County,13313,36746,REP,25644
GA,Wilcox County,13315,3281,REP,2402
GA,Wilkes County,13317,5029,REP,2823
GA,Wilkinson County,13319,4770,REP,2665
GA,Worth County,13321,9286,REP,6830
HI,Hawaii County,15001,87814,DEM,58731
HI,Honolulu County,15003,382114,DEM,238869
HI,Kauai County,15007,33497,DEM,21225
HI,Maui County,15009,71044,DEM,47305
ID,Ada County,16001,259389,REP,130699
ID,Adams County,16003,2586,REP,1941
ID,Bannock County,16005,39553,REP,23331
ID,Bear Lake County,16007,3315,REP,2914
ID,Benewah County,16009,4973,REP,3878
ID,Bingham County,16011,20094,REP,15295
ID,Blaine County,16013,13306,DEM,8919
ID,Boise County,16015,4820,REP,3485
ID,Bonner County,16017,27352,REP,18369
ID,Bonneville County,16019,53995,REP,37805
ID,Boundary County,16021,6313,REP,4937
ID,Butte County,16023,1415,REP,1202
ID,Camas County,16025,754,REP,507
ID,Canyon County,16027,90438,REP,61759
ID,Caribou County,16029,3416,REP,2906
ID,Cassia County,16031,9629,REP,7907
ID,Clark County,16033,311,REP,264
ID,Clearwater County,16035,4419,REP,3453
ID,Custer County,16037,2739,REP,2089
ID,Elmore County,16039,10205,REP,7246
ID,Franklin County,16041,6664,REP,4675
ID,Fremont County,16043,6719,REP,5548
ID,Gem County,16045,9958,REP,7951
ID,Gooding County,16047,6050,REP,4659
ID,Idaho County,16049,9602,REP,7826
ID,Jefferson County,16051,14173,REP,4479
ID,Jerome County,16053,7812,REP,5734
ID,Kootenai County,16055,89878,REP,62837
ID,Latah County,16057,20593,DEM,10236
ID,Lemhi County,16059,4738,REP,3592
ID,Lewis County,16061,1870,REP,1489
ID,Lincoln County,16063,1940,REP,3173
ID,Madison County,16065,17112,REP,5576
ID,Minidoka County,16067,7993,REP,6265
ID,Nez Perce County,16069,20967,REP,13738
ID,Oneida County,16071,2451,REP,2148
ID,Owyhee County,16073,4742,REP,3819
ID,Payette County,16075,11293,REP,8862
ID,Power County,16077,3086,REP,2116
ID,Shoshone County,16079,6049,REP,4216
ID,Teton County,16081,6347,DEM,3318
ID,Twin Falls County,16083,36680,REP,25897
ID,Valley County,16085,7063,REP,3947
ID,Washington County,16087,5351,REP,9876
IL,Adams County,17001,32202,REP,1941
IL,Alexander County,17003,3010,REP,1486
IL,Bond County,17005,1160,REP,5625
IL,Boone County,17007,22910,REP,13883
IL,Brown County,17009,2604,REP,1931
IL,Bureau County,17011,18093,REP,10411
IL,Calhoun County,17013,2827,REP,5274
IL,Carroll County,17015,1062,REP,37476
IL,Cass County,17017,5603,REP,3625
IL,Champaign County,17019,101437,DEM,57067
IL,Christian County,17021,16962,REP,11563
IL,Clark County,17023,8656,REP,264
IL,Clay County,17025,6971,REP,84480
IL,Clinton County,17027,17465,REP,14304
IL,Coles County,17029,21851,REP,14037
IL,Cook County,17031,2417649,REP,4900
IL,Crawford County,17033,9574,REP,4428
IL,Cumberland County,17035,6100,REP,4601
IL,De Witt County,17039,7552,REP,5632
IL,Douglas County,17041,8970,DEM,42814
IL,Edgar County,17045,8656,REP,6193
IL,Edwards County,17047,3670,REP,2833
IL,Effingham County,17049,17654,REP,23361
IL,Fayette County,17051,10033,REP,37956
IL,Ford County,17053,6997,REP,5048
IL,Franklin County,17055,20497,REP,4675
IL,Fulton County,17057,17278,DEM,380212
IL,Gallatin County,17059,2980,REP,2019
IL,Greene County,17061,6137,REP,7066
IL,Grundy County,17063,26400,REP,16523
IL,Hamilton County,17065,4588,REP,3815
IL,Hancock County,17067,9121,DEM,2976
IL,Hardin County,17069,2514,REP,1691
IL,Henderson County,17071,3885,REP,2394
IL,Henry County,17073,24559,DEM,73443
IL,Iroquois County,17075,14348,REP,10877
IL,Jackson County,17077,27180,REP,15488
IL,Jasper County,17079,5643,REP,5822
IL,Jefferson County,17081,18631,REP,4479
IL,Jersey County,17083,12076,REP,8712
IL,Jo Daviess County,17085,11314,REP,7166
IL,Johnson County,17087,6442,REP,2850
IL,Kane County,17089,220744,DEM,130166
IL,Kankakee County,17091,47156,REP,28532
IL,Kendall County,17093,59861,DEM,33168
IL,Knox County,17095,25236,REP,12009
IL,Lake County,17097,334925,REP,125859
IL,Lawrence County,17101,6688,REP,4886
IL,Lee County,17103,16895,REP,233247
IL,Livingston County,17105,5933,REP,12208
IL,Logan County,17107,13117,REP,9136
IL,Macon County,17115,45131,DEM,2858
IL,Macoupin County,17117,24534,REP,16153
IL,Madison County,17119,129785,REP,5576
IL,Marion County,17121,18728,REP,127826
IL,Marshall County,17123,6557,REP,4197
IL,Mason County,17125,2476,REP,4654
IL,Massac County,17127,6803,REP,4997
IL,Menard County,17129,6516,REP,4764
IL,Mercer County,17131,9326,REP,5418
IL,Monroe County,17133,19258,REP,25693
IL,Montgomery County,17135,14217,REP,2960
IL,Morgan County,17137,16167,REP,8231
IL,Moultrie County,17139,6879,REP,4964
IL,Ogle County,17141,26350,REP,16248
IL,Peoria County,17143,82264,DEM,43578
IL,Perry County,17145,10817,REP,7313
IL,Piatt County,17147,9044,REP,6248
IL,Pike County,17149,7690,REP,9127
IL,Pope County,17151,2386,REP,1722
IL,Pulaski County,17153,3260,REP,2815
IL,Putnam County,17155,3345,REP,25514
IL,Randolph County,17157,15565,DEM,1671
IL,Richland County,17159,7710,REP,6089
IL,Rock Island County,17161,64602,DEM,36691
IL,St. Clair County,17163,121541,DEM,68325
IL,Saline County,17165,12471,REP,8103
IL,Sangamon County,17167,108902,REP,53485
IL,Schuyler County,17169,3908,REP,2773
IL,Scott County,17171,2867,REP,2114
IL,Shelby County,17173,11901,REP,9426
IL,Stark County,17175,2999,REP,2004
IL,Stephenson County,17177,21446,REP,12521
IL,Tazewell County,17179,64441,REP,42513
IL,Union County,17181,8896,REP,5133
IL,Vermilion County,17183,33748,REP,20725
IL,Wabash County,17185,5992,REP,4237
IL,Warren County,17187,7792,DEM,1468
IL,Washington County,17189,8163,REP,9876
IL,Wayne County,17191,9125,REP,9987
IL,White County,17193,8055,REP,12222
IL,Whiteside County,17195,27910,REP,14527
IL,Will County,17197,328279,DEM,183915
IL,Williamson County,17199,31875,REP,22801
IL,Winnebago County,17201,119319,DEM,64056
IL,Woodford County,17203,19789,REP,14799
IN,Adams County,18001,14209,REP,1941
IN,Allen County,18003,169082,REP,92083
IN,Bartholomew County,18005,36235,REP,22410
IN,Benton County,18007,4114,REP,3007
IN,Blackford County,18009,5350,REP,3841
IN,Boone County,18011,38520,REP,13883
IN,Brown County,18013,8981,REP,1931
IN,Carroll County,18015,9510,REP,37476
IN,Cass County,18017,15198,REP,3625
IN,Clark County,18019,57869,REP,264
IN,Clay County,18021,12267,REP,84480
IN,Clinton County,18023,12949,REP,14304
IN,Crawford County,18025,4944,REP,4428
IN,Daviess County,18027,11954,REP,9576
IN,Dearborn County,18029,25383,REP,19528
IN,Decatur County,18031,12235,REP,6755
IN,Delaware County,18035,48191,REP,26827
IN,Dubois County,18037,21770,REP,15033
IN,Elkhart County,18039,74425,REP,46972
IN,Fayette County,18041,10136,REP,37956
IN,Floyd County,18043,41802,REP,28906
IN,Fountain County,18045,7986,REP,6154
IN,Franklin County,18047,12000,REP,4675
IN,Fulton County,18049,9147,DEM,380212
IN,Gibson County,18051,16161,REP,11817
IN,Grant County,18053,27159,REP,18543
IN,Greene County,18055,14784,REP,7066
IN,Hamilton County,18057,193999,REP,3815
IN,Hancock County,18059,42911,DEM,2976
IN,Harrison County,18061,20236,REP,14565
IN,Hendricks County,18063,88505,REP,53802
IN,Henry County,18065,21160,DEM,73443
IN,Howard County,18067,40630,REP,26449
IN,Huntington County,18069,17829,REP,13147
IN,Jackson County,18071,19238,REP,15488
IN,Jasper County,18073,15475,REP,5822
IN,Jay County,18075,8461,REP,6361
IN,Jefferson County,18077,14697,REP,4479
IN,Jennings County,18079,12251,REP,9490
IN,Johnson County,18081,77618,REP,2850
IN,Knox County,18083,16011,REP,12009
IN,Kosciusko County,18085,35787,REP,26499
IN,Lake County,18089,219956,REP,125859
IN,Lawrence County,18093,21025,REP,4886
IN,Madison County,18095,51806,REP,5576
IN,Marion County,18097,390854,REP,127826
IN,Marshall County,18099,19927,REP,4197
IN,Martin County,18101,5144,REP,61168
IN,Miami County,18103,14473,REP,10925
IN,Monroe County,18105,63151,REP,25693
IN,Montgomery County,18107,17198,REP,2960
IN,Morgan County,18109,36159,REP,8231
IN,Newton County,18111,6591,DEM,29789
IN,Noble County,18113,19190,REP,14195
IN,Ohio County,18115,3186,REP,2392
IN,Orange County,18117,8832,DEM,395014
IN,Owen County,18119,9904,REP,7286
IN,Parke County,18121,7011,REP,5398
IN,Perry County,18123,8722,REP,7313
IN,Pike County,18125,6220,REP,9127
IN,Porter County,18127,86524,REP,45008
IN,Posey County,18129,13236,REP,9206
IN,Pulaski County,18131,5806,REP,2815
IN,Putnam County,18133,16597,REP,25514
IN,Randolph County,18135,11070,DEM,1671
IN,Ripley County,18137,14271,REP,11261
IN,Rush County,18139,7932,REP,6035
IN,St. Joseph County,18141,115238,DEM,59896
IN,Scott County,18143,10161,REP,2114
IN,Shelby County,18145,19991,REP,9426
IN,Spencer County,18147,10769,REP,7357
IN,Starke County,18149,10290,REP,7466
IN,Steuben County,18151,16162,REP,11327
IN,Sullivan County,18153,8994,REP,6691
IN,Switzerland County,18155,4154,REP,3133
IN,Tippecanoe County,18157,71448,DEM,35017
IN,Tipton County,18159,8116,REP,6110
IN,Union County,18161,3483,REP,5133
IN,Vanderburgh County,18163,77662,REP,41844
IN,Vermillion County,18165,7481,REP,5184
IN,Vigo County,18167,43594,REP,24545
IN,Wabash County,18169,14573,REP,4237
IN,Warren County,18171,4472,DEM,1468
IN,Warrick County,18173,33829,REP,21326
IN,Washington County,18175,12139,REP,9876
IN,Wayne County,18177,27679,REP,9987
IN,Wells County,18179,14050,REP,10855
IN,White County,18181,11166,REP,12222
IN,Whitley County,18183,17556,REP,12862
IA,Adair County,19001,4184,REP,2917
IA,Adams County,19003,2160,REP,1941
IA,Allamakee County,19005,7462,REP,4735
IA,Appanoose County,19007,6516,REP,4512
IA,Audubon County,19009,3420,REP,2295
IA,Benton County,19011,14642,REP,3007
IA,Black Hawk County,19013,66593,DEM,35647
IA,Boone County,19015,15340,REP,13883
IA,Bremer County,19017,14546,REP,8294
IA,Buchanan County,19019,10774,REP,6420
IA,Buena Vista County,19021,8167,REP,5056
IA,Butler County,19023,8098,REP,5542
IA,Calhoun County,19025,5258,REP,5274
IA,Carroll County,19027,11335,REP,37476
IA,Cass County,19029,7276,REP,3625
IA,Cedar County,19031,10703,REP,6161
IA,Cerro Gordo County,19033,24839,REP,12442
IA,Cherokee County,19035,6518,REP,99585
IA,Chickasaw County,19037,6631,REP,4308
IA,Clarke County,19039,4670,DEM,36055
IA,Clay County,19041,8969,REP,84480
IA,Clayton County,19043,9594,DEM,95466
IA,Clinton County,19045,24687,REP,14304
IA,Crawford County,19047,7154,REP,4428
IA,Dallas County,19049,56022,REP,27987
IA,Davis County,19051,4102,REP,3032
IA,Decatur County,19053,3804,REP,6755
IA,Delaware County,19055,10003,REP,26827
IA,Des Moines County,19057,19956,REP,10592
IA,Dickinson County,19059,11244,REP,7438
IA,Dubuque County,19061,53926,REP,27214
IA,Emmet County,19063,4853,REP,3265
IA,Fayette County,19065,10186,REP,37956
IA,Floyd County,19067,8032,REP,28906
IA,Franklin County,19069,5130,REP,4675
IA,Fremont County,19071,3857,REP,5548
IA,Greene County,19073,5057,REP,7066
IA,Grundy County,19075,7276,REP,16523
IA,Guthrie County,19077,6371,REP,4272
IA,Hamilton County,19079,7943,REP,3815
IA,Hancock County,19081,6172,DEM,2976
IA,Hardin County,19083,8989,REP,1691
IA,Harrison County,19085,8155,REP,14565
IA,Henry County,19087,9982,DEM,73443
IA,Howard County,19089,4951,REP,26449
IA,Humboldt County,19091,5327,REP,3819
IA,Ida County,19093,3849,REP,2880
IA,Iowa County,19095,9742,REP,6009
IA,Jackson County,19097,11135,REP,15488
IA,Jasper County,19099,20184,REP,5822
IA,Jefferson County,19101,8959,REP,4479
IA,Johnson County,19103,83851,REP,2850
IA,Jones County,19105,10989,REP,9940
IA,Keokuk County,19107,5303,REP,3797
IA,Kossuth County,19109,9090,REP,6275
IA,Lee County,19111,16734,REP,233247
IA,Linn County,19113,127458,DEM,70874
IA,Louisa County,19115,5332,REP,3500
IA,Lucas County,19117,4630,REP,3287
IA,Lyon County,19119,6863,REP,5707
IA,Madison County,19121,9824,REP,5576
IA,Mahaska County,19123,11404,REP,8297
IA,Marion County,19125,19232,REP,127826
IA,Marshall County,19127,18136,REP,4197
IA,Mills County,19129,8268,REP,5585
IA,Mitchell County,19131,5822,REP,4935
IA,Monona County,19133,4728,REP,3248
IA,Monroe County,19135,4088,REP,25693
IA,Montgomery County,19137,5327,REP,2960
IA,Muscatine County,19139,20671,REP,10823
IA,O'Brien County,19141,7551,REP,5861
IA,Osceola County,19143,3328,DEM,97297
IA,Page County,19145,7528,REP,5319
IA,Palo Alto County,19147,4958,REP,3370
IA,Plymouth County,19149,14188,REP,10492
IA,Pocahontas County,19151,3823,REP,2826
IA,Polk County,19153,258755,REP,194586
IA,Pottawattamie County,19155,45744,REP,26247
IA,Poweshiek County,19157,10140,REP,5657
IA,Ringgold County,19159,2714,REP,1968
IA,Sac County,19161,5535,REP,4061
IA,Scott County,19163,92599,REP,2114
IA,Shelby County,19165,6795,REP,9426
IA,Sioux County,19167,19051,REP,15680
IA,Story County,19169,51038,DEM,29175
IA,Tama County,19171,9048,REP,5303
IA,Taylor County,19173,3249,REP,7751
IA,Union County,19175,6185,REP,5133
IA,Van Buren County,19177,3792,REP,2859
IA,Wapello County,19179,15633,REP,9516
IA,Warren County,19181,31039,DEM,1468
IA,Washington County,19183,11765,REP,9876
IA,Wayne County,19185,3109,REP,9987
IA,Webster County,19187,17822,REP,748
IA,Winnebago County,19189,5970,DEM,64056
IA,Winneshiek County,19191,12064,REP,6235
IA,Woodbury County,19193,45362,REP,25736
IA,Worth County,19195,4418,REP,6830
IA,Wright County,19197,6254,REP,4136
KS,Allen County,20001,7429,REP,92083
KS,Anderson County,20003,3664,REP,2874
KS,Atchison County,20005,362,REP,4826
KS,Barber County,20007,2507,REP,1992
KS,Barton County,20009,10891,REP,8480
KS,Bourbon County,20011,6776,REP,4910
KS,Brown County,20013,4377,REP,1931
KS,Butler County,20015,31708,REP,5542
KS,Chase County,20017,1484,REP,1114
KS,Chautauqua County,20019,1768,REP,1397
KS,Cherokee County,20021,8925,REP,99585
KS,Cheyenne County,20023,1621,REP,1158
KS,Clark County,20025,1156,REP,264
KS,Clay County,20027,4342,REP,84480
KS,Cloud County,20029,4609,REP,3182
KS,Coffey County,20031,4442,REP,3407
KS,Comanche County,20033,1006,REP,745
KS,Cowley County,20035,13779,REP,9442
KS,Crawford County,20037,15950,REP,4428
KS,Decatur County,20039,1742,REP,6755
KS,Dickinson County,20041,9158,REP,7438
KS,Doniphan County,20043,3690,REP,2949
KS,Douglas County,20045,56097,DEM,42814
KS,Edwards County,20047,1502,REP,2833
KS,Elk County,20049,1484,REP,1130
KS,Ellis County,20051,13323,REP,9569
KS,Ellsworth County,20053,2939,REP,2106
KS,Finney County,20055,11017,REP,7079
KS,Ford County,20057,9068,REP,5048
KS,Franklin County,20059,11912,REP,4675
KS,Geary County,20061,8912,REP,5193
KS,Gove County,20063,1572,REP,1256
KS,Graham County,20065,1523,REP,1052
KS,Grant County,20067,2591,REP,18543
KS,Gray County,20069,2241,REP,1871
KS,Greeley County,20071,761,REP,537
KS,Greenwood County,20073,3080,REP,2404
KS,Hamilton County,20075,951,REP,3815
KS,Harper County,20077,2796,REP,2128
KS,Harvey County,20079,16719,REP,10015
KS,Haskell County,20081,1514,REP,1103
KS,Hodgeman County,20083,1205,REP,866
KS,Jackson County,20085,6422,REP,15488
KS,Jefferson County,20087,9545,REP,4479
KS,Jewell County,20089,1624,REP,1369
KS,Johnson County,20091,340000,REP,2850
KS,Kearny County,20093,1503,REP,1134
KS,Kingman County,20095,3922,REP,3102
KS,Kiowa County,20097,1298,REP,957
KS,Labette County,20099,8792,REP,5639
KS,Lane County,20101,1006,REP,757
KS,Leavenworth County,20103,36000,REP,21378
KS,Lincoln County,20105,1686,REP,3173
KS,Linn County,20107,4398,DEM,70874
KS,Logan County,20109,1472,REP,9136
KS,Lyon County,20111,13971,REP,5707
KS,Marion County,20115,5890,REP,127826
KS,Marshall County,20117,5020,REP,4197
KS,Meade County,20119,1865,REP,1508
KS,Miami County,20121,17079,REP,10925
KS,Mitchell County,20123,3371,REP,4935
KS,Montgomery County,20125,13460,REP,2960
KS,Morris County,20127,2846,REP,2085
KS,Morton County,20129,1386,REP,1004
KS,Nemaha County,20131,5578,REP,4612
KS,Neosho County,20133,7026,REP,4795
KS,Ness County,20135,1484,REP,1315
KS,Norton County,20137,2386,REP,1977
KS,Osage County,20139,7883,REP,5591
KS,Osborne County,20141,2090,REP,1590
KS,Ottawa County,20143,3335,REP,2581
KS,Pawnee County,20145,2886,REP,2028
KS,Phillips County,20147,3278,REP,2388
KS,Pottawatomie County,20149,18500,REP,9247
KS,Pratt County,20151,4026,REP,3087
KS,Rawlins County,20153,1674,REP,1253
KS,Reno County,20155,27148,REP,17948
KS,Republic County,20157,3053,REP,2172
KS,Rice County,20159,4169,REP,3187
KS,Riley County,20161,24116,DEM,11940
KS,Rooks County,20163,3054,REP,2294
KS,Rush County,20165,1785,REP,6035
KS,Russell County,20167,3409,REP,2765
KS,Saline County,20169,23742,REP,8103
KS,Scott County,20171,2302,REP,2114
KS,Sedgwick County,20173,211443,REP,117653
KS,Seward County,20175,5613,REP,3285
KS,Shawnee County,20177,85621,DEM,43015
KS,Sheridan County,20179,1490,REP,1237
KS,Sherman County,20181,2840,REP,2222
KS,Smith County,20183,2215,REP,1734
KS,Stafford County,20185,2156,REP,1631
KS,Stanton County,20187,823,REP,607
KS,Stevens County,20189,2206,REP,1731
KS,Sumner County,20191,10730,REP,7998
KS,Thomas County,20193,3768,REP,12969
KS,Trego County,20195,1794,REP,1341
KS,Wabaunsee County,20197,3851,REP,2813
KS,Wallace County,20199,907,REP,762
KS,Washington County,20201,2827,REP,9876
KS,Wichita County,20203,1070,REP,803
KS,Wilson County,20205,4031,REP,3111
KS,Woodson County,20207,1492,REP,1189
KS,Wyandotte County,20209,56778,DEM,35566
KY,Adair County,21001,8768,REP,2917
KY,Allen County,21003,9364,REP,92083
KY,Anderson County,21005,13254,REP,2874
KY,Ballard County,21007,4227,REP,3356
KY,Barren County,21009,20064,REP,14654
KY,Bath County,21011,5627,REP,3986
KY,Bell County,21013,10044,REP,8140
KY,Boone County,21015,66998,REP,13883
KY,Bourbon County,21017,9648,REP,4910
KY,Boyd County,21019,21755,REP,14295
KY,Boyle County,21021,14478,REP,8872
KY,Bracken County,21023,4246,REP,3398
KY,Breathitt County,21025,5661,REP,4265
KY,Breckinridge County,21027,10201,REP,7701
KY,Bullitt County,21029,41998,REP,30708
KY,Butler County,21031,6125,REP,5542
KY,Caldwell County,21033,6434,REP,4906
KY,Calloway County,21035,17475,REP,11352
KY,Campbell County,21037,48880,REP,28482
KY,Carlisle County,21039,2642,REP,2159
KY,Carroll County,21041,4136,REP,37476
KY,Carter County,21043,11586,REP,8775
KY,Casey County,21045,7295,REP,6179
KY,Christian County,21047,23863,REP,11563
KY,Clark County,21049,18139,REP,264
KY,Clay County,21051,7591,REP,84480
KY,Clinton County,21053,4932,REP,14304
KY,Crittenden County,21055,4242,REP,3451
KY,Cumberland County,21057,3309,REP,4601
KY,Daviess County,21059,49287,REP,9576
KY,Edmonson County,21061,6132,REP,4828
KY,Elliott County,21063,2995,REP,2246
KY,Estill County,21065,6540,REP,5100
KY,Fayette County,21067,153150,REP,37956
KY,Fleming County,21069,7002,REP,5534
KY,Floyd County,21071,16353,REP,28906
KY,Franklin County,21073,26113,REP,4675
KY,Fulton County,21075,2426,DEM,380212
KY,Gallatin County,21077,3849,REP,2019
KY,Garrard County,21079,8706,REP,6754
KY,Grant County,21081,11108,REP,18543
KY,Graves County,21083,17019,REP,13206
KY,Grayson County,21085,11985,REP,9453
KY,Green County,21087,5892,REP,4838
KY,Greenup County,21089,18176,REP,13064
KY,Hancock County,21091,4587,DEM,2976
KY,Hardin County,21093,48949,REP,1691
KY,Harlan County,21095,10971,REP,9367
KY,Harrison County,21097,8859,REP,14565
KY,Hart County,21099,8370,REP,9465
KY,Henderson County,21101,20697,REP,2394
KY,Henry County,21103,8110,DEM,73443
KY,Hickman County,21105,2199,REP,1714
KY,Hopkins County,21107,21512,REP,15757
KY,Jackson County,21109,6113,REP,15488
KY,Jefferson County,21111,386961,REP,4479
KY,Jessamine County,21113,26326,REP,17096
KY,Johnson County,21115,10192,REP,2850
KY,Kenton County,21117,82198,REP,48129
KY,Knott County,21119,6252,REP,4780
KY,Knox County,21121,13273,REP,12009
KY,Larue County,21123,7301,REP,5685
KY,Laurel County,21125,28136,REP,23237
KY,Lawrence County,21127,6955,REP,4886
KY,Lee County,21129,2801,REP,233247
KY,Leslie County,21131,4813,REP,4321
KY,Letcher County,21133,9135,REP,7226
KY,Lewis County,21135,5883,REP,1489
KY,Lincoln County,21137,10914,REP,3173
KY,Livingston County,21139,5004,REP,12208
KY,Logan County,21141,12350,REP,9136
KY,Lyon County,21143,4229,REP,5707
KY,Madison County,21151,44015,REP,5576
KY,Magoffin County,21153,5447,REP,4174
KY,Marion County,21155,8928,REP,127826
KY,Marshall County,21157,17607,REP,4197
KY,Martin County,21159,3930,REP,61168
KY,Mason County,21161,7958,REP,4654
KY,Meade County,21163,14113,REP,1508
KY,Menifee County,21165,3102,REP,2311
KY,Mercer County,21167,11735,REP,5418
KY,Metcalfe County,21169,5012,REP,3959
KY,Monroe County,21171,5330,REP,25693
KY,Montgomery County,21173,12842,REP,2960
KY,Morgan County,21175,5544,REP,8231
KY,Muhlenberg County,21177,14235,REP,10497
KY,Nelson County,21179,23256,REP,15703
KY,Nicholas County,21181,3396,REP,2408
KY,Ohio County,21183,11129,REP,2392
KY,Oldham County,21185,38066,REP,22654
KY,Owen County,21187,5458,REP,7286
KY,Owsley County,21189,1896,REP,1671
KY,Pendleton County,21191,6925,REP,5515
KY,Perry County,21193,10626,REP,7313
KY,Pike County,21195,25395,REP,9127
KY,Powell County,21197,5505,REP,4041
KY,Pulaski County,21199,31557,REP,2815
KY,Robertson County,21201,1146,REP,884
KY,Rockcastle County,21203,7784,REP,6577
KY,Rowan County,21205,10065,REP,5994
KY,Russell County,21207,8955,REP,2765
KY,Scott County,21209,28967,REP,2114
KY,Shelby County,21211,23591,REP,9426
KY,Simpson County,21213,8732,REP,5888
KY,Spencer County,21215,11433,REP,7357
KY,Taylor County,21217,12517,REP,7751
KY,Todd County,21219,5363,REP,4062
KY,Trigg County,21221,7376,REP,5487
KY,Trimble County,21223,4320,REP,3227
KY,Union County,21225,6577,REP,5133
KY,Warren County,21227,55430,DEM,1468
KY,Washington County,21229,6225,REP,9876
KY,Wayne County,21231,9240,REP,9987
KY,Webster County,21233,5993,REP,748
KY,Whitley County,21235,15356,REP,12862
KY,Wolfe County,21237,2985,REP,2097
KY,Woodford County,21239,15249,REP,14799
LA,Acadia Parish,22001,28425,REP,22596
LA,Allen Parish,22003,9810,REP,7574
LA,Ascension Parish,22005,62325,REP,40687
LA,Assumption Parish,22007,11235,REP,7271
LA,Avoyelles Parish,22009,17292,REP,12028
LA,Beauregard Parish,22011,16357,REP,13575
LA,Bienville Parish,22013,7050,REP,3891
LA,Bossier Parish,22015,54655,REP,38074
LA,Caddo Parish,22017,104912,DEM,55110
LA,Calcasieu Parish,22019,82663,REP,55066
LA,Caldwell Parish,22021,4762,REP,3976
LA,Cameron Parish,22023,4039,REP,3671
LA,Catahoula Parish,22025,4858,REP,3541
LA,Claiborne Parish,22027,6580,REP,3770
LA,Concordia Parish,22029,8828,REP,5550
LA,De Soto Parish,22031,14736,REP,9112
LA,East Baton Rouge Parish,22033,208182,DEM,115577
LA,East Carroll Parish,22035,3036,DEM,1900
LA,East Feliciana Parish,22037,10509,REP,6064
LA,Evangeline Parish,22039,15412,REP,11053
LA,Franklin Parish,22041,9720,REP,6970
LA,Grant Parish,22043,9392,REP,8117
LA,Iberia Parish,22045,32713,REP,21251
LA,Iberville Parish,22047,16719,DEM,8514
